koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_ldm_coeff2,koi_ldm_coeff1,koi_model_snr,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_teq,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_tce_plnt_num,koi_time0,koi_time0_err1,koi_time0_err2,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_score,ExoplanetCandidate
,13.76,17.89,,16.643,0.125,16.022,0.175,16.064,0.304,1,866,82.28213,704.6299,0.6064,0.2622,0.4035,340.4,131.996172,0.00022,-0.00022,48.81,0.0,0.0,0.0262,1.093,0.153,-0.102,2.8044,0.0112,-0.0112,55123.0,182.0,-182.0,1.540396094,3.98e-07,-3.98e-07,0.446999,0.128116,-0.081384,4.161,0.278,-0.278,74.77,1576.0,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,0.0,19.129412645,1e-08,38.92437508,1e-07,2.05621,0.00043,1.60948,0.00036,0.001,0.021,0.001,0.027,-1.6,1.2,-2.0,1.2,2.6,1.7,-1.7,1.5,-0.2,1.3,1.7,1.6,1,2454964.996,0.00022,-0.00022,0,1,1,1,1455.18,0.0,0.0,0.57452,0.03841,-0.03595,0.0,0
17.613,16.862,16.595,16.395,15.344,0.048,15.005,0.064,14.876,0.113,1,46,43.82926,218.22884,0.94,0.2434,0.4341,137.6,144.00206,0.00258,-0.00258,26.65,6.63,-4.43,0.1031,0.985,57.99,-0.003,4.9406,0.0493,-0.0493,28869.0,256.0,-256.0,13.54208867,3.16e-05,-3.16e-05,0.263217,57.82045,-0.003308,16.61,8.3,-8.3,86.6,727.0,5496.0,199.0,-182.0,4.405,0.158,-0.193,-0.22,0.3,-0.3,0.927,0.231,-0.154,0.798,0.129,-0.055,0.0,19.8185596,3e-07,43.5687841,4.4e-06,1.315,0.012,-2.757,0.016,0.008,0.013,-0.019,0.018,-2.924,0.071,6.054,0.068,6.723,0.07,0.171,0.079,0.008,0.071,0.171,0.079,1,2454977.002,0.00258,-0.00258,0,1,0,0,66.01,52.75,-25.89,0.47274,144.13258,-0.04456,0.0,0
12.289,11.428,11.15,11.034,9.984,0.023,9.446,0.018,9.351,0.011,6,182,5.1178565,19.823141,0.2108,0.1496,0.5746,22.4,139.98763,0.00381,-0.00381,0.63,0.04,-0.02,0.067,0.658,0.292,-0.433,2.757,0.111,-0.111,65.7,3.2,-3.2,7.07136119,3.085e-05,-3.085e-05,0.007798,0.002241,-0.000586,14.99,5.4,-5.4,87.48,719.0,4900.0,98.0,-98.0,4.602,0.017,-0.049,0.08,0.15,-0.15,0.741,0.048,-0.03,0.806,0.033,-0.049,0.177,18.765485,1.7e-05,47.2078,0.00013,-1.12,0.63,-0.83,0.47,3.3e-05,4.1e-05,2.6e-05,3e-05,-0.29,0.29,-0.23,0.38,0.37,0.33,-0.88,0.29,-0.61,0.4,1.07,0.33,4,2454972.988,0.00381,-0.00381,0,0,0,0,63.11,14.34,-9.52,1.27319,1.38305,-1.17782,1.0,1
15.001,14.237,13.981,13.837,12.791,0.021,12.293,0.021,12.184,0.018,3,30,8.942463,34.15652,0.3713,0.1392,0.5856,43.3,210.76222,0.00271,-0.00271,1.56,0.07,-0.09,0.21,0.032,0.373,-0.032,5.1115,0.0776,-0.0776,599.6,14.8,-14.8,44.0003975,0.0001505,-0.0001505,0.02192,0.000682,-0.000348,67.17,1.8,-1.8,89.97,377.0,4859.0,97.0,-97.0,4.615,0.049,-0.021,-0.52,0.15,-0.15,0.651,0.029,-0.036,0.636,0.046,-0.02,0.58,19.1626031,8e-06,43.832011,9.7e-05,-0.37,0.31,-0.28,0.35,-4e-05,0.00019,0.0001,0.00021,0.16,0.12,-0.14,0.14,0.21,0.14,-0.35,0.13,-0.32,0.15,0.48,0.13,3,2455043.762,0.00271,-0.00271,0,0,0,0,4.79,0.87,-0.84,2.96155,0.08084,-0.88597,1.0,1
15.143,14.648,14.502,14.414,13.511,0.022,13.186,0.026,13.148,0.036,1,103,6.2288656,24.57394,0.2224,0.2979,0.3238,28.8,131.80667,0.00186,-0.00186,26.09,7.88,-2.47,0.09,1.251,69.6,-1.538,2.1267,0.0981,-0.0981,601.7,25.3,-25.3,10.10176739,2.387e-05,-2.387e-05,0.275518,69.62683,-1.530371,9.1,4.6,-4.6,82.1,829.0,6058.0,164.0,-201.0,4.54,0.037,-0.212,-0.4,0.3,-0.3,0.867,0.262,-0.082,0.95,0.108,-0.119,0.001,19.542757,1.3e-05,40.26208,0.00013,-0.7,0.53,-0.79,0.47,0.00032,0.00033,0.00054,0.00031,-0.2,0.19,-0.52,0.18,0.56,0.18,-0.23,0.19,-0.45,0.19,0.51,0.19,1,2454964.807,0.00186,-0.00186,0,1,0,0,111.86,99.21,-31.74,0.13982,219.11398,-0.12221,0.0,0
14.455,13.707,13.421,13.266,12.295,,11.761,0.023,11.668,0.033,1,29,9.867563,32.17804,0.0412,0.236,0.4473,35.1,144.13172,0.00343,-0.00343,78.98,30.94,-57.45,0.2648,1.23,6.923,-0.605,5.741,0.172,-0.172,752.2,22.2,-22.2,47.1096306,0.000194,-0.000194,0.260165,6.915952,-0.5987,17.12,8.5,-8.5,85.88,751.0,5258.0,159.0,-159.0,3.597,0.968,-0.242,-0.42,0.3,-0.25,2.78,1.089,-2.022,1.115,0.2,-0.3,0.0,19.7437762,1.2e-06,44.9193883,9.8e-06,1.585,0.046,-2.526,0.035,0.000107,5.8e-05,-0.000113,7.1e-05,-1.43,0.63,-0.28,0.55,1.46,0.69,-0.92,0.23,-0.55,0.88,1.07,0.53,1,2454977.132,0.00343,-0.00343,0,0,0,0,75.4,89.11,-70.44,0.0428,0.42718,-0.00057,1.0,1
15.839,15.252,15.072,14.946,14.105,0.026,13.697,0.027,13.622,0.039,2,140,3.9918327,18.445663,0.8606,0.2711,0.3858,21.6,138.5829,0.00365,-0.00365,1.52,0.45,-0.14,0.0724,0.018,0.417,-0.018,3.548,0.113,-0.113,325.8,16.4,-16.4,7.33685101,3.67e-05,-3.67e-05,0.016434,0.000754,-0.000395,16.07,1.3,-1.3,89.93,875.0,5795.0,155.0,-172.0,4.554,0.036,-0.192,-0.2,0.3,-0.3,0.848,0.252,-0.079,0.938,0.098,-0.12,0.488,19.826227,2.1e-05,47.16466,0.00022,0.53,0.77,0.12,0.79,-0.00021,0.00025,-4e-05,0.00025,-0.38,0.24,0.5,0.58,0.63,0.37,-0.52,0.25,0.51,0.61,0.73,0.32,1,2454971.583,0.00365,-0.00365,0,0,0,0,138.46,120.47,-37.52,1.4571,0.12141,-0.50438,1.0,1
15.115,14.521,14.337,14.262,13.295,0.027,12.971,0.037,12.933,0.029,1,3,24.568775,37.24321,0.3234,0.2676,0.3928,34.7,351.36049,0.0054,-0.0054,27.61,7.7,-3.29,1.0162,1.202,7.061,-0.47,5.49,0.206,-0.206,2599.8,90.1,-90.1,389.316341,0.002493,-0.002493,0.263929,7.042024,-0.457051,212.0,103.0,-103.0,89.68,245.0,5731.0,153.0,-170.0,4.44,0.098,-0.182,-0.1,0.3,-0.3,0.958,0.267,-0.114,0.921,0.116,-0.095,0.145,19.4593555,9.5e-06,41.81686,0.00012,-0.02,0.38,0.13,0.43,-0.0003,0.0014,-0.001,0.0017,-0.07,0.35,-0.08,0.1,0.11,0.23,-0.13,0.3,-0.162,0.088,0.2,0.2,1,2455184.36,0.0054,-0.0054,0,0,0,0,0.86,0.7,-0.27,1.19659,11.55625,-0.01693,0.957,1
15.134,14.675,14.54,14.48,13.618,0.022,13.297,0.02,13.242,0.04,1,49,4.8246074,18.632256,0.4126,0.2826,0.3729,20.0,145.39543,0.00731,-0.00731,1.94,0.31,-0.17,0.1834,0.562,0.024,-0.468,5.256,0.205,-0.205,296.3,17.1,-17.1,27.5722144,0.0002237,-0.0002237,0.016268,0.000138,-0.001088,33.9,10.5,-10.5,89.05,636.0,5912.0,70.0,-82.0,4.397,0.063,-0.117,0.16,0.15,-0.15,1.09,0.174,-0.093,1.079,0.065,-0.072,0.54,19.47249,2e-05,49.78887,0.0002,-0.27,0.69,0.4,0.71,9e-05,0.00021,-0.00011,0.00021,0.37,0.36,0.52,0.48,0.64,0.53,0.27,0.31,0.38,0.5,0.46,0.51,1,2454978.395,0.00731,-0.00731,0,0,0,0,38.62,15.82,-8.07,0.97237,0.60011,-0.91844,0.995,1
15.434,14.75,14.546,14.466,13.531,0.034,13.055,0.037,12.959,0.029,2,164,7.916208,50.371227,0.4123,0.2043,0.4966,66.4,171.17201,0.00104,-0.00104,2.15,0.36,-0.18,0.0768,0.019,0.349,-0.019,3.1516,0.0332,-0.0332,777.5,13.2,-13.2,8.30783912,1.144e-05,-1.144e-05,0.025018,0.0006,-0.000237,20.647,0.234,-0.234,89.95,751.0,5320.0,159.0,-143.0,4.589,0.028,-0.105,-0.06,0.3,-0.3,0.786,0.132,-0.066,0.882,0.061,-0.104,0.0,19.208051,4.1e-06,47.966394,5e-05,-0.47,0.15,-0.99,0.18,-0.00023,0.00011,-0.00082,0.00014,0.83,0.35,0.18,0.66,0.85,0.48,-0.04,0.11,-0.2,0.11,0.2,0.11,1,2455004.172,0.00104,-0.00104,0,0,0,0,75.09,40.14,-18.59,2.41247,0.02737,-0.6066,1.0,1
18.885,18.326,18.117,,,,,,,,1,82,9.089837,46.517216,0.787,0.2622,0.4035,56.3,135.95682,0.00672,-0.00672,594.32,0.0,0.0,0.0643,6.282,2.824,-4.245,5.355,0.106,-0.106,25450.0,504.0,-504.0,5.93717724,3.607e-05,-3.607e-05,5.442474,2.824568,-4.225529,13.66,6.8,-6.8,62.62,1005.0,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,0.0,19.2781281,1.1e-06,50.629591,1.9e-05,-1.695,0.039,-3.481,0.069,-0.011,0.041,-0.038,0.065,5.32,0.36,10.01,0.45,11.34,0.39,-0.2,0.35,-0.23,0.52,0.31,0.39,1,2454968.957,0.00672,-0.00672,0,1,1,0,241.6,0.0,0.0,1.36751,2.03937,-0.12198,0.0,0
14.211,13.807,13.71,13.646,12.819,0.024,12.498,0.03,12.42,0.024,1,789,4.119934,10.241317,0.6715,0.2602,0.4096,11.7,131.77163,0.00414,-0.00414,0.82,0.13,-0.06,0.0245,0.299,0.153,-0.299,1.208,0.115,-0.115,61.0,6.2,-6.2,1.36752316,6.442e-06,-6.442e-06,0.007198,0.000363,-0.00053,8.34,1.8,-1.8,87.94,1684.0,5836.0,78.0,-78.0,4.417,0.063,-0.117,0.14,0.15,-0.15,1.048,0.166,-0.083,1.044,0.069,-0.063,0.145,19.148051,2.8e-05,49.05362,0.00026,1.6,1.0,0.42,0.95,-9.6e-05,6.2e-05,-2.8e-05,5.9e-05,0.5,0.73,-0.01,0.72,0.5,0.73,0.42,0.7,-0.08,0.76,0.42,0.7,1,2454964.772,0.00414,-0.00414,0,0,0,0,1899.59,788.47,-373.37,5.86791,1.27344,-3.19545,1.0,1
13.743,13.31,13.193,13.158,12.341,0.021,12.092,0.018,12.005,0.018,2,51,4.3078794,15.687434,0.496,0.2844,0.3661,20.9,207.57757,0.0048,-0.0048,1.58,0.27,-0.22,0.1495,0.02,0.414,-0.02,5.207,0.144,-0.144,157.8,8.8,-8.8,20.0983676,0.0001238,-0.0001238,0.011476,0.000549,-0.000302,29.82,2.3,-2.3,89.96,775.0,6053.0,121.0,-133.0,4.279,0.12,-0.12,0.06,0.15,-0.15,1.26,0.217,-0.177,1.098,0.1,-0.081,0.008,19.713452,2e-05,38.94585,0.00025,1.9,0.82,0.06,0.89,-0.00028,0.00013,-1e-05,0.00014,0.57,0.48,-1.08,0.38,1.22,0.32,0.58,0.49,-1.04,0.42,1.19,0.39,2,2455040.578,0.0048,-0.0048,0,0,0,0,85.34,41.59,-27.65,1.24221,0.09571,-0.41431,0.927,1
16.182,15.143,14.812,14.633,13.496,0.023,12.962,0.021,12.817,0.032,1,159,13.971213,111.296486,0.4975,0.0989,0.6441,120.9,175.64459,0.000571,-0.000571,3.67,0.22,-0.36,0.0744,0.494,0.002,-0.477,2.7144,0.0338,-0.0338,2039.7,19.2,-19.2,8.360870704,6.061e-06,-6.061e-06,0.041502,0.003912,-0.001419,21.6,10.6,-10.6,88.69,690.0,4743.0,142.0,-142.0,4.516,0.102,-0.748,0.4,0.05,-0.3,0.81,0.049,-0.079,0.786,0.045,-0.045,0.0,18.924398,3.8e-06,46.789518,3.6e-05,-0.12,0.14,-0.26,0.13,-0.0005,0.0003,0.00056,0.0003,0.039,0.078,-0.019,0.072,0.043,0.08,-0.178,0.088,0.096,0.077,0.203,0.089,1,2455008.645,0.000571,-0.000571,0,0,0,0,53.68,14.26,-14.96,2.72405,1.34098,-0.32502,1.0,1
15.238,14.805,14.668,14.63,13.757,0.025,13.453,0.027,13.367,0.036,1,73,4.3425894,17.672268,0.4701,0.3058,0.3071,20.2,144.15574,0.00266,-0.00266,28.47,9.16,-3.65,0.1412,1.228,71.22,-4.989,1.843,0.152,-0.152,542.4,35.0,-35.0,19.0054098,6.04e-05,-6.04e-05,0.251685,71.24311,-4.980824,18.98,9.5,-9.5,86.29,758.0,6347.0,176.0,-220.0,4.423,0.067,-0.202,-0.32,0.25,-0.35,1.036,0.333,-0.133,1.032,0.159,-0.12,0.315,19.577911,2.1e-05,46.37937,0.00024,-0.5,0.77,0.45,0.87,0.00023,0.00042,-0.00032,0.00049,0.26,0.23,0.5,0.16,0.56,0.19,0.26,0.25,0.38,0.16,0.46,0.21,1,2454977.156,0.00266,-0.00266,0,0,0,0,78.19,74.12,-26.61,0.35836,191.93506,-1.44376,1.0,1
16.048,15.349,15.126,15.017,13.997,0.032,13.618,0.039,13.581,0.048,2,9,45.13809,115.57215,-1.0,0.224,0.4695,138.8,154.23552,0.0013,-0.0013,8.9,0.82,-0.38,0.5336,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,10565.7,82.4,-82.4,143.2063047,0.0002348,-0.0002348,0.094044,0.004216,-0.00141,125.8,31.9,-31.9,89.83,308.0,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.21,0.15,-0.2,0.867,0.079,-0.037,0.986,0.035,-0.082,0.081,19.0189038,1.7e-06,38.947157,2e-05,-0.232,0.072,-0.442,0.074,-0.0003,0.003,0.0009,0.0038,-0.031,0.074,-0.042,0.074,0.052,0.074,0.031,0.073,-0.032,0.076,0.044,0.075,2,2454987.236,0.0013,-0.0013,0,0,0,0,2.14,0.59,-0.35,1.83449,0.46578,-0.07427,1.0,1
16.782,15.935,15.644,15.457,14.45,0.041,13.875,0.052,13.784,0.055,1,843,3.6700442,17.868801,0.9215,0.1731,0.5396,62.0,132.393012,0.000647,-0.000647,3.42,0.34,-0.34,0.0108,0.957,0.201,-0.53,0.894,0.104,-0.104,1107.6,29.9,-29.9,0.492291661,3.51e-07,-3.51e-07,0.043614,0.108424,-0.010129,2.01,0.978,-0.978,61.56,1788.0,4971.0,176.0,-176.0,4.566,0.072,-0.048,-0.3,0.35,-0.3,0.718,0.072,-0.072,0.693,0.093,-0.05,0.124,19.017083,1.2e-05,41.59579,0.00015,0.19,0.49,0.7,0.53,-0.00021,0.00035,-0.00035,0.00038,-0.15,0.15,-0.05,0.11,0.16,0.15,-0.19,0.16,0.02,0.11,0.19,0.16,1,2454965.393,0.000647,-0.000647,0,0,0,0,2415.37,945.34,-722.67,0.63388,8.32545,-0.32026,1.0,1
15.994,15.55,15.417,15.363,14.522,0.033,14.172,0.041,14.081,0.049,1,4,5.125671,7.294347,0.2935,0.3058,0.3071,20.5,307.3322,0.0289,-0.0289,29.24,9.23,-3.09,1.0198,1.239,7.056,-0.341,31.46,2.2,-2.2,1272.6,76.7,-76.7,370.2402,0.0205,-0.0205,0.277163,7.043507,-0.335643,27.8,13.5,-13.5,87.45,270.0,6296.0,169.0,-226.0,4.481,0.052,-0.208,-0.36,0.3,-0.3,0.966,0.305,-0.102,1.03,0.143,-0.129,0.0,19.419717,7.2e-05,47.94307,0.00075,3.6,2.6,-5.2,2.7,-0.0041,0.0027,0.005,0.0028,-1.06,0.61,-2.08,0.67,2.33,0.87,-0.93,0.88,-2.08,0.83,2.28,0.84,1,2455140.332,0.0289,-0.0289,1,0,0,0,1.26,1.17,-0.39,0.00297,0.02882,-0.00135,0.129,0
13.404,13.014,12.914,12.86,12.067,0.021,11.827,0.019,11.739,0.019,1,23,932.38654,3454.9365,0.0,0.31,0.2931,656.5,140.799676,0.000129,-0.000129,149.98,32.5,-48.81,0.3156,1.309,0.296,-0.192,3.5939,0.0142,-0.0142,75468.0,151.0,-151.0,58.5850357,9.561e-06,-9.561e-06,0.688798,0.271753,-0.166856,132.8,23.5,-23.5,89.44,707.0,6379.0,174.0,-174.0,3.925,0.273,-0.117,-0.24,0.3,-0.25,1.994,0.432,-0.649,1.222,0.216,-0.195,0.0,19.802646788,8.2e-08,49.46919723,8.7e-07,0.168,0.0029,0.206,0.0031,-0.0038,0.0066,0.003,0.01,0.012,0.067,-0.002,0.067,0.012,0.067,0.049,0.068,0.1,0.067,0.111,0.068,1,2454973.8,0.000129,-0.000129,0,1,0,0,59.16,38.36,-35.06,12.92261,2.28382,-1.73314,0.0,0
15.167,14.629,14.465,14.414,13.487,0.024,13.175,0.023,13.097,0.029,1,904,3.3306398,10.598918,0.317,0.2889,0.3511,12.7,131.88403,0.00324,-0.00324,0.91,0.31,-0.1,0.0222,0.17,0.288,-0.17,1.393,0.118,-0.118,84.3,8.0,-8.0,1.183818383,4.977e-06,-4.977e-06,0.008438,0.000454,-0.000534,6.481,0.99,-0.99,88.49,1775.0,6014.0,168.0,-210.0,4.459,0.054,-0.216,-0.06,0.25,-0.3,0.992,0.33,-0.11,1.029,0.139,-0.126,0.0,19.803494,3e-05,46.86588,0.00032,9.6,1.1,-7.6,1.1,-0.000729,8.4e-05,0.00056,8.7e-05,4.68,0.17,-2.8,0.15,5.45,0.16,4.6,0.17,-2.81,0.15,5.39,0.16,1,2454964.884,0.00324,-0.00324,0,0,1,0,2337.65,2297.68,-734.59,3.67478,0.5616,-1.93167,0.0,0
15.763,15.17,15.061,14.988,14.126,0.028,13.762,0.03,13.775,0.049,1,350,105.129425,1321.7062,0.1893,0.2826,0.3729,1173.9,170.6787843,7.48e-05,-7.48e-05,13.61,3.8,-1.35,0.0505,0.348,0.027,-0.039,3.2179,0.0101,-0.0101,16652.7,18.2,-18.2,3.855603916,3.68e-07,-3.68e-07,0.119176,0.000279,-0.000403,9.763,0.375,-0.375,87.96,1212.0,6033.0,193.0,-265.0,4.46,0.048,-0.192,0.21,0.2,-0.25,1.046,0.292,-0.104,1.153,0.125,-0.152,0.0,19.75955779,2.3e-07,45.5686324,2.2e-06,0.4947,0.0086,0.2605,0.0079,0.01353,0.00068,0.01223,0.00095,-1.46,0.16,-0.98,0.11,1.76,0.18,-0.045,0.069,-0.084,0.069,0.095,0.069,1,2455003.679,7.48e-05,-7.48e-05,0,0,0,0,508.65,435.35,-163.96,1.18411,0.04544,-0.04633,0.999,1
16.415,15.535,15.211,15.044,13.929,0.024,13.382,0.026,13.289,0.033,1,20,3.6705291,7.6351213,0.3863,0.1263,0.6019,8.6,135.4461,0.028,-0.028,1.47,0.13,-0.14,0.2895,0.051,0.416,-0.051,6.207,0.93,-0.93,475.1,73.5,-73.5,69.089357,0.002371,-0.002371,0.019304,0.001882,-0.001801,86.6,39.3,-39.3,89.97,332.0,4848.0,131.0,-146.0,4.581,0.063,-0.036,-0.28,0.3,-0.3,0.698,0.062,-0.068,0.679,0.081,-0.047,0.269,19.3915,4e-05,37.36209,0.0004,-1.5,1.7,-0.3,1.4,0.00078,0.00081,-0.00019,0.00068,-1.07,0.84,0.13,0.35,1.08,0.83,-0.95,0.85,0.4,0.32,1.03,0.79,1,2454968.446,0.028,-0.028,0,0,0,0,2.87,0.92,-0.8,2.57178,2.33551,-2.5395,0.523,1
14.415,13.991,13.885,13.829,13.005,0.021,12.73,0.022,12.656,0.024,1,445,486.34872,5586.1865,0.5022,0.3032,0.3147,1561.2,133.3279059,6.94e-05,-6.94e-05,26.36,7.81,-2.79,0.0419,0.198,0.066,-0.017,4.32532,0.00322,-0.00322,66719.9,53.8,-53.8,3.026764871,2.63e-07,-2.63e-07,0.239029,0.000703,-0.000136,6.5797,0.0741,-0.0741,88.27,1360.0,6283.0,150.0,-206.0,4.459,0.052,-0.208,-0.24,0.25,-0.35,1.01,0.299,-0.107,1.067,0.144,-0.144,0.0,19.622091052,2.1e-08,42.09392777,2.3e-07,-0.03798,0.00084,-0.18801,0.00082,0.0065,0.0037,0.0012,0.005,-0.015,0.067,-0.002,0.067,0.015,0.067,0.04,0.067,-0.14,0.068,0.146,0.068,1,2454966.328,6.94e-05,-6.94e-05,0,1,0,0,810.38,685.56,-243.47,0.58818,0.00662,-0.02814,0.019,0
16.246,15.6,15.42,15.263,14.37,0.032,14.0,0.034,13.887,0.058,1,326,2.692931,8.3019705,0.24,0.2676,0.3928,9.8,131.5439,0.0134,-0.0134,1.17,0.35,-0.13,0.0371,0.434,0.029,-0.434,2.297,0.392,-0.392,153.1,19.4,-19.4,2.6528082,3.433e-05,-3.433e-05,0.011494,0.000498,-0.001242,8.09,3.0,-3.0,86.92,1280.0,5778.0,173.0,-208.0,4.48,0.065,-0.195,-0.06,0.25,-0.3,0.935,0.273,-0.109,0.962,0.125,-0.114,0.889,19.619168,3.5e-05,40.69286,0.00039,-0.8,1.4,0.4,1.4,3e-05,0.0002,-5e-05,0.0002,-0.29,0.56,-0.23,0.5,0.37,0.66,-0.44,0.51,-0.26,0.45,0.51,0.6,1,2454964.544,0.0134,-0.0134,0,0,0,0,633.57,556.45,-206.56,1.42242,0.52305,-1.41533,0.997,1
18.439,17.711,17.444,,,,,,,,1,235,213.28207,1816.9331,-1.0,0.2622,0.4035,508.4,131.570648,0.000513,-0.000513,70.67,0.0,0.0,0.0379,0.509,0.015,-0.014,4.58143,0.00961,-0.00961,394412.0,848.0,-848.0,2.682767439,1.203e-06,-1.203e-06,0.647193,0.006733,-0.007463,7.0855,0.0656,-0.0656,85.88,1310.0,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,0.0,19.459210861,3.9e-08,44.22425252,2.7e-07,4.0888,0.0015,-1.12132,0.00098,0.3,3.1,-0.1,4.4,-10.732,0.07,3.049,0.067,11.157,0.07,0.082,0.068,0.0,0.067,0.082,0.068,1,2454964.571,0.000513,-0.000513,0,1,0,0,695.41,0.0,0.0,0.935,0.00866,-0.00988,0.0,0
15.131,14.547,14.372,14.292,13.389,0.022,13.033,0.022,12.981,0.024,4,184,2.8962574,9.252706,0.2187,0.2472,0.4288,17.6,132.63426,0.00304,-0.00304,1.98,0.18,-0.14,0.0628,0.398,0.045,-0.398,4.5813,0.0845,-0.0845,134.4,8.1,-8.1,5.83393857,2.241e-05,-2.241e-05,0.010694,0.000352,-0.000514,9.06,3.6,-3.6,87.48,1285.0,5597.0,112.0,-101.0,3.963,0.054,-0.045,-0.18,0.15,-0.15,1.699,0.147,-0.123,0.969,0.084,-0.063,0.354,19.861102,3.8e-05,46.96533,0.00034,-0.9,1.4,0.7,1.2,6e-05,0.00012,-8e-05,0.00011,-0.21,0.81,-1.65,0.86,1.67,0.84,-0.45,0.74,-1.79,0.87,1.85,0.85,3,2454965.634,0.00304,-0.00304,0,0,0,0,642.83,178.64,-128.56,0.41384,0.16364,-0.03921,0.952,1
14.424,13.691,13.465,13.36,12.268,0.023,11.809,0.02,11.726,0.011,2,92,3.4181273,12.112554,0.4957,0.2075,0.49,12.3,142.95729,0.0062,-0.0062,2.9,0.31,-0.32,0.1076,1.006,0.075,-0.73,2.705,0.317,-0.317,220.6,21.3,-21.3,14.8638496,0.0001155,-0.0001155,0.033152,0.308327,-0.015693,10.0,5.0,-5.0,84.23,620.0,5159.0,153.0,-153.0,4.508,0.093,-0.085,-0.16,0.3,-0.3,0.8,0.088,-0.088,0.752,0.106,-0.057,0.926,18.713888,2.2e-05,47.32812,0.00023,-0.54,0.82,0.22,0.81,0.0,0.00017,-3e-05,0.00017,-0.46,0.46,-1.18,0.69,1.27,0.58,-0.47,0.42,-1.52,0.58,1.59,0.51,1,2454975.957,0.0062,-0.0062,0,0,0,0,35.04,13.49,-10.43,0.08552,15.97903,-0.06427,0.988,1
12.443,12.115,12.05,12.058,11.253,0.022,10.982,0.027,10.971,0.022,1,218,12.458749,22.091854,0.1586,0.305,0.3201,25.8,133.61873,0.00387,-0.00387,1.05,0.19,-0.15,0.0685,0.391,0.061,-0.391,3.458,0.112,-0.112,60.5,2.8,-2.8,6.11784972,2.782e-05,-2.782e-05,0.007241,0.000185,-0.000272,12.57,5.0,-5.0,88.22,1211.0,6226.0,112.0,-137.0,4.247,0.12,-0.12,0.02,0.15,-0.15,1.333,0.238,-0.195,1.143,0.106,-0.086,0.025,19.349078,1.3e-05,50.02996,0.00015,0.78,0.44,-0.48,0.53,-4.4e-05,2.7e-05,3.3e-05,3.2e-05,-0.24,0.54,-0.04,0.43,0.25,0.51,-0.23,0.52,-0.07,0.47,0.24,0.45,1,2454966.619,0.00387,-0.00387,0,0,0,0,509.24,250.37,-169.7,1.0027,0.39768,-0.19411,1.0,1
14.481,13.837,13.652,13.551,12.598,0.032,12.23,0.033,12.148,0.028,1,0,4054.2083,18311.057,-1.0,0.2327,0.4526,1347.9,136.972882,0.000187,-0.000187,71.42,21.36,-14.25,0.1822,0.6,0.006,-0.009,10.2264,0.00993,-0.00993,326626.0,287.0,-287.0,30.476518853,6.891e-06,-6.891e-06,0.609498,0.002827,-0.005362,34.0215,0.087,-0.087,88.99,592.0,5527.0,166.0,-149.0,4.315,0.205,-0.205,-0.02,0.25,-0.25,1.073,0.321,-0.214,0.867,0.122,-0.071,,19.066862837,1.1e-08,38.28551844,1.5e-07,-0.38839,0.00047,-0.72562,0.00053,,,,,-0.35,0.11,0.45,0.12,0.57,0.15,-0.047,0.067,-0.126,0.069,0.135,0.068,1,2454969.973,0.000187,-0.000187,0,1,0,0,28.96,26.07,-12.32,0.80202,0.00205,-0.00536,0.0,0
